TicketID,ApartmentNumber,IssueDescription,Priority,DateReported,Status
2161,379,Mold in bathroom,Low,2025-04-19,Closed
2162,202,Mold in bathroom,Low,2025-05-07,Open
2163,312,Mold in bathroom,Low,2025-09-03,Closed
2164,124,Light fixture flickering,Low,2025-04-29,Open
2165,179,Doorbell not working,Medium,2025-03-27,Closed
2166,399,Garage door malfunction,High,2025-04-01,Closed
2167,112,Doorbell not working,Low,2025-10-21,In Progress
2168,222,Pest control,High,2025-10-17,Open
2169,229,Leaky faucet,Low,2025-12-12,In Progress
2170,168,Clogged drain,Medium,2025-05-22,Open
2171,112,Light fixture flickering,Low,2025-11-09,Closed
2172,112,Doorbell not working,Low,2025-02-22,Open
2173,197,Doorbell not working,Low,2025-05-05,Open
2174,247,Doorbell not working,High,2025-10-04,Closed
2175,317,Heater not working,Low,2025-05-02,In Progress
2176,113,Heater not working,Medium,2025-04-05,Closed
2177,301,Noise complaint,Low,2025-02-14,Open
2178,158,Leaky faucet,Medium,2025-02-27,Closed
2179,179,No hot water,Low,2025-08-29,Closed
2180,292,Painting required,High,2025-08-11,In Progress
2181,156,Clogged drain,Medium,2025-05-20,Closed
2182,220,Painting required,Low,2025-08-06,Closed
2183,342,Faulty door lock,Low,2025-08-27,Open
2184,141,Air conditioning not cooling,Low,2025-07-04,In Progress
2185,263,Noise complaint,High,2025-04-20,In Progress
2186,340,Roof leak,Low,2025-08-08,Closed
2187,298,Pest control,Low,2025-01-25,Closed
2188,231,Faulty door lock,Medium,2025-08-14,Closed
2189,262,No hot water,Low,2025-11-03,Open
2190,145,Leaky faucet,Low,2025-04-07,Closed
2191,291,Faulty door lock,High,2025-05-12,Closed
2192,219,No hot water,Medium,2025-07-25,Open
2193,386,Mold in bathroom,Medium,2025-02-25,In Progress
2194,262,Leaky faucet,Low,2025-04-11,Open
2195,181,Air conditioning not cooling,Low,2025-05-09,Closed
2196,323,Heater not working,Low,2025-11-29,Closed
2197,378,Air conditioning not cooling,Low,2025-05-08,Open
2198,116,Doorbell not working,Medium,2025-12-03,Open
2199,324,Noise complaint,Medium,2025-05-28,Open
2200,353,Faulty door lock,Low,2025-02-26,In Progress
2201,386,Faulty door lock,Low,2025-03-06,Closed
2202,354,Noise complaint,High,2025-11-10,Open
2203,116,No hot water,Medium,2025-03-20,In Progress
2204,358,Air conditioning not cooling,Low,2025-10-31,Closed
2205,193,Roof leak,Medium,2025-02-27,In Progress
2206,385,Air conditioning not cooling,Low,2025-04-04,Open
2207,231,Mold in bathroom,Medium,2025-07-08,Closed
2208,318,Noise complaint,Low,2025-11-25,Open
2209,247,Painting required,Low,2025-06-12,In Progress
2210,324,Broken window,Low,2025-10-07,Closed
2211,150,Heater not working,Low,2025-10-02,Open
2212,253,Light fixture flickering,Low,2025-07-22,Closed
2213,184,Light fixture flickering,Low,2025-12-26,Open
2214,390,Garage door malfunction,Medium,2025-01-24,In Progress
2215,351,Pest control,Low,2025-07-10,Closed
2216,203,No hot water,Low,2025-07-22,Open
2217,240,Doorbell not working,Low,2025-02-18,Open
2218,106,Noise complaint,Medium,2025-05-03,Open
2219,383,Roof leak,Low,2025-08-12,In Progress
2220,172,Doorbell not working,High,2025-04-24,Closed
2221,264,Doorbell not working,Low,2025-07-18,Open
2222,240,Garage door malfunction,Medium,2025-04-25,Open
2223,262,Pest control,Low,2025-11-14,Open
2224,266,Broken window,Low,2025-05-20,Open
2225,106,No hot water,High,2025-11-02,Closed
2226,256,Clogged drain,Low,2025-09-11,Closed
2227,218,Air conditioning not cooling,Low,2025-11-22,Closed
2228,347,Heater not working,Low,2025-04-02,Open
2229,105,Clogged drain,Low,2025-08-02,Closed
2230,152,Air conditioning not cooling,Medium,2025-05-19,Open
2231,341,Heater not working,High,2025-04-19,Closed
2232,114,Leaky faucet,Low,2025-10-02,In Progress
2233,180,Broken window,High,2025-12-05,In Progress
2234,385,Faulty door lock,High,2025-12-06,In Progress
2235,381,Painting required,Medium,2025-11-01,Closed
2236,132,Mold in bathroom,High,2025-08-16,Closed
2237,276,Clogged drain,Low,2025-10-13,In Progress
2238,173,Mold in bathroom,High,2025-10-10,Open
2239,227,Garage door malfunction,Low,2025-02-22,In Progress
2240,314,Heater not working,Low,2025-02-02,Open
2241,232,Mold in bathroom,Low,2025-05-27,Closed
2242,110,Pest control,Medium,2025-12-01,Open
2243,187,Pest control,Medium,2025-07-19,Open
2244,226,Clogged drain,Low,2025-02-21,Open
2245,246,Doorbell not working,Low,2025-04-20,Open
2246,344,Noise complaint,Medium,2025-03-31,Closed
2247,360,Air conditioning not cooling,Low,2025-01-15,Closed
2248,120,No hot water,Low,2025-08-14,Closed
2249,204,Clogged drain,Medium,2025-07-21,Open
2250,228,Roof leak,Medium,2025-04-28,Open
2251,150,Air conditioning not cooling,Low,2025-03-29,Closed
2252,380,Garage door malfunction,Low,2025-06-08,Closed
2253,291,Leaky faucet,Low,2025-11-13,Open
2254,136,Broken window,Low,2025-08-05,Open
2255,283,Faulty door lock,Low,2025-01-09,Closed
2256,353,Faulty door lock,Low,2025-03-06,In Progress
2257,173,Broken window,Medium,2025-08-15,In Progress
2258,319,Painting required,Low,2025-04-24,Open
2259,289,Painting required,Low,2025-03-14,In Progress
2260,162,Mold in bathroom,Low,2025-03-30,Closed
2261,344,Air conditioning not cooling,Medium,2025-08-27,Open
2262,289,Air conditioning not cooling,Medium,2025-03-09,Closed
2263,300,Leaky faucet,Medium,2025-10-12,In Progress
2264,233,Faulty door lock,Low,2025-10-12,In Progress
2265,392,Noise complaint,Low,2025-05-22,In Progress
2266,343,Broken window,Low,2025-02-12,In Progress
2267,206,Doorbell not working,Low,2025-03-04,Closed
2268,398,Air conditioning not cooling,High,2025-07-04,Open
2269,355,Doorbell not working,Low,2025-03-21,In Progress
2270,120,Clogged drain,Low,2025-02-18,Closed
2271,186,No hot water,Medium,2025-12-09,Closed
2272,118,Clogged drain,Low,2025-07-22,Closed
2273,391,Pest control,High,2025-01-12,In Progress
2274,388,Doorbell not working,Medium,2025-05-28,Closed
2275,347,Noise complaint,Medium,2025-09-28,In Progress
2276,321,Faulty door lock,High,2025-06-18,Closed
2277,331,Clogged drain,High,2025-10-21,Closed
2278,381,Light fixture flickering,High,2025-04-28,Open
2279,229,Roof leak,Low,2025-11-22,Closed
2280,210,No hot water,Low,2025-09-30,Closed
2281,373,No hot water,Medium,2025-09-14,Open
2282,163,Broken window,Medium,2025-09-12,Open
2283,175,Painting required,Low,2025-12-29,Closed
2284,356,Painting required,Medium,2025-07-15,Open
2285,232,Doorbell not working,Low,2025-05-09,In Progress
2286,221,Mold in bathroom,Low,2025-09-22,Closed
2287,249,Clogged drain,Low,2025-01-23,Open
2288,302,Painting required,Medium,2025-12-13,In Progress
2289,217,Pest control,Low,2025-11-02,In Progress
2290,336,Heater not working,Low,2025-12-02,Closed
2291,260,Roof leak,High,2025-03-19,Closed
2292,121,Pest control,High,2025-03-15,Closed
2293,313,Faulty door lock,High,2025-08-15,In Progress
2294,350,Air conditioning not cooling,Medium,2025-05-11,Open
2295,248,Painting required,High,2025-05-17,In Progress
2296,336,Air conditioning not cooling,Low,2025-04-27,Closed
2297,187,Light fixture flickering,Low,2025-12-17,Open
2298,279,Air conditioning not cooling,High,2025-02-21,Open
2299,275,Clogged drain,Low,2025-03-31,Open
2300,104,Air conditioning not cooling,Medium,2025-12-27,In Progress
2301,268,Light fixture flickering,High,2025-12-01,Open
2302,318,Garage door malfunction,High,2025-08-11,Open
2303,263,Faulty door lock,Medium,2025-03-25,Closed
2304,122,Garage door malfunction,Low,2025-05-18,Closed
2305,201,Pest control,Low,2025-12-02,Open
2306,230,No hot water,Low,2025-03-29,Closed
2307,212,Air conditioning not cooling,High,2025-07-01,In Progress
2308,313,Clogged drain,Low,2025-09-29,In Progress
2309,314,Air conditioning not cooling,Low,2025-11-30,In Progress
2310,341,Faulty door lock,High,2025-05-21,In Progress
2311,104,Light fixture flickering,Medium,2025-04-02,In Progress
2312,389,Leaky faucet,Medium,2025-07-19,In Progress
2313,269,Faulty door lock,Low,2025-11-24,Open
2314,227,Clogged drain,Low,2025-04-04,In Progress
2315,222,Pest control,Medium,2025-03-28,Closed
2316,143,Mold in bathroom,Medium,2025-06-22,Closed
2317,321,Light fixture flickering,High,2025-03-04,Open
2318,197,Faulty door lock,Medium,2025-05-19,Closed
2319,179,No hot water,Low,2025-11-20,Open
2320,301,Air conditioning not cooling,Low,2025-10-30,In Progress
2321,290,Doorbell not working,Low,2025-12-13,In Progress
2322,302,Faulty door lock,Low,2025-10-03,Open
2323,215,Faulty door lock,Medium,2025-12-04,Open
2324,386,Leaky faucet,Low,2025-01-20,In Progress
2325,386,Doorbell not working,Low,2025-03-27,Open
2326,191,Clogged drain,High,2025-04-25,Closed
2327,197,Clogged drain,High,2025-11-20,Open
2328,206,Clogged drain,High,2025-07-10,In Progress
2329,334,Noise complaint,Low,2025-12-01,Closed
2330,209,Clogged drain,Medium,2025-04-12,Closed
2331,219,Noise complaint,Medium,2025-03-18,Open
2332,324,No hot water,Low,2025-03-29,Closed
2333,392,Painting required,Medium,2025-07-17,Open
2334,120,Mold in bathroom,Low,2025-05-05,In Progress
2335,226,No hot water,Medium,2025-05-30,In Progress
2336,283,Broken window,High,2025-11-27,In Progress
2337,194,Noise complaint,Low,2025-02-15,Closed
2338,279,Painting required,Low,2025-09-12,Open
2339,126,Clogged drain,Low,2025-10-30,In Progress
2340,257,Leaky faucet,Medium,2025-09-24,In Progress
2341,344,Heater not working,Low,2025-10-18,Open
2342,210,Garage door malfunction,Low,2025-01-17,Closed
2343,176,Faulty door lock,High,2025-08-25,In Progress
2344,271,Mold in bathroom,Low,2025-03-25,Open
2345,144,Mold in bathroom,Low,2025-07-20,Closed
2346,222,Heater not working,Low,2025-05-08,In Progress
2347,163,Doorbell not working,Medium,2025-09-07,In Progress
2348,199,Mold in bathroom,Low,2025-12-04,In Progress
2349,370,Heater not working,Low,2025-09-11,Closed
2350,345,No hot water,Medium,2025-08-06,Closed
2351,322,Heater not working,Medium,2025-10-15,In Progress
2352,400,Noise complaint,Low,2025-12-30,In Progress
2353,395,Noise complaint,Medium,2025-05-18,In Progress
2354,190,Noise complaint,High,2025-10-11,In Progress
2355,266,Mold in bathroom,Low,2025-11-22,In Progress
2356,306,Painting required,Medium,2025-08-20,In Progress
2357,264,Air conditioning not cooling,Low,2025-05-16,Open
2358,360,Painting required,High,2025-02-23,In Progress
2359,192,Clogged drain,Low,2025-05-26,Open
2360,202,Leaky faucet,Low,2025-07-23,In Progress
2361,167,Doorbell not working,Low,2025-03-07,Open
2362,314,Doorbell not working,Medium,2025-08-23,In Progress
2363,396,No hot water,Low,2025-09-01,Closed
2364,142,Mold in bathroom,Low,2025-02-07,In Progress
2365,168,Clogged drain,Low,2025-01-05,Closed
2366,142,Leaky faucet,Low,2025-12-07,In Progress
2367,109,Air conditioning not cooling,Medium,2025-08-13,Open
2368,323,Doorbell not working,High,2025-12-27,In Progress
2369,322,Roof leak,Low,2025-11-09,In Progress
2370,331,Air conditioning not cooling,Low,2025-01-20,Closed
2371,286,Light fixture flickering,High,2025-09-10,Open
2372,160,No hot water,High,2025-11-09,Open
2373,396,Faulty door lock,Low,2025-08-20,Closed
2374,303,Heater not working,High,2025-08-10,Open
2375,334,Heater not working,High,2025-02-15,Closed
2376,271,Mold in bathroom,High,2025-08-18,Closed
2377,277,Pest control,Medium,2025-10-11,In Progress
2378,328,Pest control,Medium,2025-11-30,Closed
2379,233,Air conditioning not cooling,Medium,2025-07-19,Closed
2380,317,Light fixture flickering,Low,2025-11-13,Closed
2381,171,Painting required,Low,2025-10-19,In Progress
2382,164,Clogged drain,Low,2025-12-09,Open
2383,339,Air conditioning not cooling,High,2025-01-22,Closed
2384,107,Clogged drain,High,2025-03-31,Open
2385,119,No hot water,High,2025-10-19,Open
2386,128,Pest control,Low,2025-12-05,Closed
2387,169,Noise complaint,High,2025-06-10,In Progress
2388,260,Pest control,Low,2025-03-02,Open
2389,277,Faulty door lock,Low,2025-12-23,Closed
2390,321,Painting required,High,2025-04-22,Closed
2391,360,Heater not working,High,2025-09-17,In Progress
2392,212,Light fixture flickering,Low,2025-11-18,Open
2393,144,No hot water,Low,2025-04-03,Open
2394,166,Pest control,Low,2025-05-18,In Progress
2395,244,No hot water,Low,2025-09-06,In Progress
2396,357,Broken window,Low,2025-10-30,Open
2397,294,Light fixture flickering,Medium,2025-12-08,In Progress
2398,121,Mold in bathroom,Medium,2025-06-17,Open
2399,183,Roof leak,Low,2025-12-12,In Progress
2400,103,No hot water,High,2025-09-09,Closed
2401,138,Painting required,Medium,2025-04-26,Open
2402,238,Clogged drain,High,2025-02-06,Closed
2403,235,Mold in bathroom,Low,2025-04-28,Closed
2404,331,Heater not working,Low,2025-11-07,Open
2405,261,Painting required,High,2025-01-07,In Progress
2406,308,Leaky faucet,Low,2025-08-19,Open
2407,389,Leaky faucet,Low,2025-05-05,Open
2408,172,No hot water,Medium,2025-05-19,In Progress
2409,294,Clogged drain,High,2025-05-04,Open
2410,255,Mold in bathroom,Medium,2025-12-07,In Progress
2411,309,Mold in bathroom,High,2025-12-03,Open
2412,353,Leaky faucet,Low,2025-03-03,In Progress
2413,263,Faulty door lock,Medium,2025-11-04,Open
2414,128,Noise complaint,Medium,2025-07-14,In Progress
2415,249,Painting required,Medium,2025-07-10,In Progress
2416,126,Painting required,Low,2025-01-28,In Progress
2417,241,Broken window,High,2025-03-19,Open
2418,210,Painting required,Medium,2025-05-03,Open
2419,212,Noise complaint,Medium,2025-09-27,Open
2420,329,Mold in bathroom,High,2025-01-19,Closed
2421,177,Clogged drain,Low,2025-02-28,Open
2422,133,Doorbell not working,Medium,2025-11-14,In Progress
2423,359,Garage door malfunction,Low,2025-05-02,Closed
2424,267,Broken window,Low,2025-10-28,In Progress
2425,101,Broken window,High,2025-05-27,In Progress
2426,309,Broken window,Medium,2025-06-10,Open
2427,258,Pest control,Low,2025-12-23,Closed
2428,343,Doorbell not working,Low,2025-10-31,Closed
2429,103,Pest control,Medium,2025-01-28,In Progress
2430,383,Leaky faucet,High,2025-10-14,Open
2431,260,Doorbell not working,Low,2025-08-15,Open
2432,259,Garage door malfunction,Medium,2025-10-27,Closed
2433,199,Pest control,Low,2025-02-20,Closed
2434,247,Painting required,Low,2025-01-14,Open
2435,354,Leaky faucet,Low,2025-03-31,Open
2436,368,Air conditioning not cooling,Low,2025-05-10,In Progress
2437,161,Air conditioning not cooling,Low,2025-12-12,In Progress
2438,200,Broken window,High,2025-09-08,Open
2439,357,Pest control,Low,2025-04-07,In Progress
2440,396,Broken window,High,2025-12-02,Closed
2441,273,Faulty door lock,Low,2025-05-13,In Progress
2442,350,Air conditioning not cooling,Low,2025-05-11,Open
2443,204,Heater not working,High,2025-09-21,Closed
2444,242,Garage door malfunction,Low,2025-07-26,In Progress
2445,139,Noise complaint,Low,2025-11-10,Open
2446,296,Painting required,High,2025-12-10,Open
2447,190,Garage door malfunction,Low,2025-08-16,Open
2448,360,Roof leak,High,2025-09-03,In Progress
2449,378,Roof leak,Medium,2025-04-10,Open
2450,224,Faulty door lock,Medium,2025-10-10,In Progress
2451,292,Doorbell not working,Medium,2025-11-17,In Progress
2452,148,Garage door malfunction,Low,2025-03-05,In Progress
2453,244,Broken window,Low,2025-08-27,Closed
2454,346,No hot water,Low,2025-09-20,Open
2455,184,Clogged drain,Low,2025-03-22,In Progress
2456,397,Roof leak,High,2025-11-10,Open
2457,242,Broken window,High,2025-03-26,Open
2458,316,Doorbell not working,High,2025-04-30,Open
2459,256,Faulty door lock,Medium,2025-05-05,In Progress
2460,105,Faulty door lock,Medium,2025-06-16,In Progress
2461,190,Garage door malfunction,Medium,2025-12-28,Closed
2462,278,Heater not working,Low,2025-03-09,Closed
2463,361,Pest control,Low,2025-10-21,Closed
2464,115,Faulty door lock,Medium,2025-12-20,Closed
2465,274,Noise complaint,High,2025-03-07,In Progress
2466,288,No hot water,Low,2025-01-05,In Progress
2467,155,Faulty door lock,Medium,2025-03-05,Closed
2468,139,Faulty door lock,Low,2025-04-10,Open
2469,392,Pest control,Low,2025-05-17,Open
2470,302,Noise complaint,Medium,2025-12-14,In Progress
2471,130,Faulty door lock,Medium,2025-09-17,Open
2472,114,Garage door malfunction,Medium,2025-03-28,Closed
2473,111,No hot water,Medium,2025-05-11,In Progress
2474,388,Mold in bathroom,High,2025-05-09,Open
2475,351,Air conditioning not cooling,Low,2025-07-29,Closed
2476,353,Light fixture flickering,Low,2025-06-27,Open
2477,340,Pest control,Medium,2025-06-30,In Progress
2478,311,Light fixture flickering,Low,2025-05-13,Open
2479,306,Noise complaint,Medium,2025-10-29,Open
2480,102,Light fixture flickering,Low,2025-10-30,In Progress
2481,189,Mold in bathroom,High,2025-01-24,Open
2482,158,Pest control,Low,2025-10-10,In Progress
2483,230,Noise complaint,Low,2025-09-27,Closed
2484,367,Mold in bathroom,Low,2025-01-12,Open
2485,311,Faulty door lock,Medium,2025-08-01,In Progress
2486,243,Mold in bathroom,Medium,2025-08-23,In Progress
2487,388,Heater not working,Medium,2025-07-13,Open
2488,220,Pest control,Low,2025-10-29,Closed
2489,172,Air conditioning not cooling,Medium,2025-01-13,Open
2490,158,Leaky faucet,Medium,2025-04-16,In Progress
2491,131,Broken window,Low,2025-08-06,In Progress
2492,118,Leaky faucet,Medium,2025-04-30,Open
2493,263,No hot water,Low,2025-08-16,Closed
2494,154,Air conditioning not cooling,Low,2025-05-10,Closed
2495,191,Doorbell not working,Low,2025-10-14,Open
2496,268,Painting required,Low,2025-05-09,Open
2497,331,Faulty door lock,High,2025-05-16,In Progress
2498,182,Roof leak,High,2025-10-05,In Progress
2499,102,Broken window,Low,2025-12-17,Open
2500,400,Clogged drain,Low,2025-10-13,Closed
2501,321,Broken window,Low,2025-11-20,In Progress
2502,199,Mold in bathroom,Medium,2025-05-10,Closed
2503,121,Painting required,Low,2025-04-18,Open
2504,272,No hot water,Medium,2025-10-10,Open
2505,196,Painting required,Low,2025-09-04,Closed
2506,156,Garage door malfunction,Low,2025-08-05,Open
2507,309,Garage door malfunction,Low,2025-08-31,In Progress
2508,123,Clogged drain,High,2025-02-08,Open
2509,374,Noise complaint,Low,2025-02-08,In Progress
2510,366,Faulty door lock,Medium,2025-06-27,Open
2511,140,Roof leak,Low,2025-02-24,In Progress
2512,313,Painting required,Low,2025-05-29,Open
2513,243,Garage door malfunction,Low,2025-01-10,In Progress
2514,155,Painting required,Low,2025-04-16,In Progress
2515,216,Doorbell not working,Low,2025-08-10,Closed
2516,210,Leaky faucet,Low,2025-07-09,Closed
2517,206,Pest control,Low,2025-01-24,Open
2518,185,Garage door malfunction,Medium,2025-04-03,In Progress
2519,281,Faulty door lock,High,2025-08-18,Closed
2520,157,Mold in bathroom,Medium,2025-10-06,Open
2521,353,Clogged drain,High,2025-10-24,Closed
2522,242,Light fixture flickering,Low,2025-12-10,In Progress
2523,372,Faulty door lock,High,2025-06-15,Closed
2524,230,Faulty door lock,Medium,2025-11-14,In Progress
2525,110,Pest control,High,2025-12-26,Open
2526,160,Leaky faucet,Low,2025-09-16,In Progress
2527,394,Clogged drain,Medium,2025-01-22,Open
2528,307,Clogged drain,Low,2025-04-19,In Progress
2529,169,Garage door malfunction,Low,2025-10-15,In Progress
2530,236,Clogged drain,Medium,2025-01-13,Closed
2531,379,Mold in bathroom,Medium,2025-01-26,Closed
2532,119,Clogged drain,Low,2025-03-28,In Progress
2533,168,Mold in bathroom,Low,2025-08-22,Closed
2534,259,Heater not working,Low,2025-05-14,In Progress
2535,353,Air conditioning not cooling,Low,2025-12-27,Closed
2536,196,Roof leak,High,2025-08-08,Closed
2537,352,No hot water,Low,2025-03-23,Open
2538,254,Air conditioning not cooling,Low,2025-12-22,Closed
2539,347,Mold in bathroom,High,2025-02-02,Open
2540,307,Faulty door lock,Low,2025-11-27,In Progress
2541,267,Clogged drain,Low,2025-08-14,Closed
2542,163,Roof leak,Low,2025-11-03,Closed
2543,311,Noise complaint,Low,2025-09-01,In Progress
2544,350,Painting required,Low,2025-05-17,Closed
2545,298,Light fixture flickering,Low,2025-02-14,Closed
2546,271,Heater not working,Low,2025-04-04,Open
2547,360,Clogged drain,Low,2025-12-18,In Progress
2548,311,Noise complaint,Medium,2025-01-23,Closed
2549,212,Broken window,Medium,2025-11-06,Closed
2550,192,Doorbell not working,Medium,2025-04-21,Open
2551,353,Roof leak,High,2025-11-20,Closed
2552,375,Faulty door lock,Low,2025-01-25,In Progress
2553,111,Air conditioning not cooling,Low,2025-09-15,Closed
2554,279,Clogged drain,Low,2025-12-24,Open
2555,323,Pest control,Low,2025-02-20,Open
2556,251,Noise complaint,Low,2025-09-11,Closed
2557,217,Pest control,High,2025-01-24,In Progress
2558,130,No hot water,Low,2025-11-17,In Progress
2559,374,Pest control,High,2025-09-07,Closed
2560,390,Painting required,Medium,2025-08-02,Open
2561,318,Clogged drain,Low,2025-08-06,In Progress
2562,245,Broken window,Low,2025-10-10,Closed
2563,386,Faulty door lock,Low,2025-01-05,Closed
2564,315,Light fixture flickering,Medium,2025-07-06,Open
2565,382,Doorbell not working,Low,2025-07-03,Open
2566,254,Noise complaint,Low,2025-12-11,Closed
2567,234,Roof leak,High,2025-09-04,Closed
2568,208,Mold in bathroom,Medium,2025-07-18,Open
2569,319,Leaky faucet,Low,2025-06-28,Open
2570,346,Doorbell not working,Medium,2025-12-31,In Progress
2571,361,Broken window,High,2025-09-09,Open
2572,274,Painting required,Low,2025-03-07,Open
2573,228,Mold in bathroom,Low,2025-05-01,Closed
2574,114,Clogged drain,Medium,2025-11-03,Closed
2575,185,Clogged drain,High,2025-05-29,In Progress
2576,183,Heater not working,Medium,2025-12-25,Open
2577,300,Mold in bathroom,Low,2025-08-30,Closed
2578,272,Light fixture flickering,Low,2025-05-26,In Progress
2579,286,Roof leak,Low,2025-12-06,Closed
2580,228,Broken window,Low,2025-10-22,Open
2581,301,Painting required,Medium,2025-07-14,Open
2582,273,Heater not working,Low,2025-04-04,In Progress
2583,391,Roof leak,Low,2025-07-13,In Progress
2584,282,Light fixture flickering,Low,2025-11-17,Closed
2585,217,Broken window,Medium,2025-12-01,In Progress
2586,174,Heater not working,Low,2025-04-10,Open
2587,335,Air conditioning not cooling,Low,2025-03-27,Closed
2588,160,Noise complaint,Low,2025-04-29,Closed
2589,315,Broken window,Low,2025-08-05,Open
2590,397,Noise complaint,Medium,2025-12-14,In Progress
2591,243,Pest control,High,2025-01-20,Closed
2592,377,Heater not working,Medium,2025-09-01,In Progress
2593,370,Painting required,Medium,2025-11-27,In Progress
2594,233,Mold in bathroom,Low,2025-09-27,Closed
2595,367,Pest control,Medium,2025-12-21,In Progress
2596,361,Heater not working,Low,2025-09-30,Open
2597,246,Air conditioning not cooling,Low,2025-06-20,Open
2598,188,Garage door malfunction,High,2025-11-30,In Progress
2599,292,Air conditioning not cooling,Low,2025-03-04,Closed
2600,268,Doorbell not working,Low,2025-12-17,Closed
2601,126,Roof leak,Low,2025-02-21,Open
2602,359,Pest control,Low,2025-11-02,In Progress
2603,246,Painting required,Low,2025-09-30,Open
2604,188,Clogged drain,Low,2025-02-01,In Progress
2605,227,Roof leak,High,2025-04-18,Open
2606,135,Painting required,High,2025-05-23,Open
2607,184,Noise complaint,Low,2025-12-03,Open
2608,252,Clogged drain,High,2025-12-13,Open
2609,242,Heater not working,Medium,2025-08-10,In Progress
2610,187,Mold in bathroom,Low,2025-06-21,In Progress
2611,304,Pest control,Medium,2025-04-15,Open
2612,364,Leaky faucet,Medium,2025-09-07,In Progress
2613,224,Faulty door lock,High,2025-05-02,In Progress
2614,330,Roof leak,Medium,2025-11-06,In Progress
2615,345,Broken window,Low,2025-12-09,In Progress
2616,156,Clogged drain,Medium,2025-01-17,Open
2617,141,Clogged drain,Low,2025-08-02,Open
2618,341,Light fixture flickering,Low,2025-05-23,Open
2619,168,Noise complaint,Medium,2025-05-27,Open
2620,160,Heater not working,High,2025-09-27,Closed
2621,319,Noise complaint,Low,2025-12-17,Open
2622,192,Painting required,Medium,2025-12-03,In Progress
2623,162,Clogged drain,High,2025-04-28,Closed
2624,198,Light fixture flickering,Medium,2025-03-07,Open
2625,394,Mold in bathroom,Low,2025-04-29,In Progress
2626,371,Heater not working,Low,2025-05-11,Open
2627,169,Leaky faucet,Low,2025-01-06,In Progress
2628,285,Faulty door lock,Low,2025-05-06,Closed
2629,182,Clogged drain,Medium,2025-10-08,Open
2630,149,Heater not working,Medium,2025-09-27,Open
2631,379,Faulty door lock,High,2025-08-24,Open
2632,171,Leaky faucet,Medium,2025-03-13,Closed
2633,247,Faulty door lock,Low,2025-04-22,Open
2634,340,Faulty door lock,Medium,2025-03-28,Open
2635,141,Mold in bathroom,Low,2025-11-01,Open
2636,306,Faulty door lock,Medium,2025-02-24,Open
2637,141,Noise complaint,Low,2025-08-05,Closed
2638,395,No hot water,Low,2025-07-07,Open
2639,185,Leaky faucet,Low,2025-06-15,Open
2640,224,Noise complaint,Low,2025-01-11,Closed
2641,146,Broken window,High,2025-01-03,Open
2642,213,Roof leak,High,2025-12-19,In Progress
2643,360,Doorbell not working,Low,2025-04-15,In Progress
2644,361,Clogged drain,Medium,2025-12-22,Closed
2645,124,Doorbell not working,High,2025-09-03,Open
2646,128,Doorbell not working,Medium,2025-09-02,In Progress
2647,359,Broken window,Low,2025-11-28,Open
2648,390,Painting required,Medium,2025-07-01,Closed
2649,271,Pest control,Low,2025-06-25,Closed
2650,195,Air conditioning not cooling,Low,2025-04-12,Open
2651,350,Painting required,High,2025-05-17,Open
2652,191,Air conditioning not cooling,Low,2025-02-01,Closed
2653,170,Light fixture flickering,High,2025-10-11,Open
2654,248,Faulty door lock,Low,2025-09-16,Open
2655,232,Clogged drain,Low,2025-02-15,Open
2656,312,No hot water,Low,2025-01-15,Open
2657,268,Painting required,High,2025-11-18,Closed
2658,239,Painting required,Medium,2025-02-04,Closed
2659,110,Roof leak,Low,2025-12-04,Closed
2660,312,No hot water,Medium,2025-03-11,Closed
2661,347,Pest control,High,2025-11-14,Closed
2662,320,Mold in bathroom,Low,2025-11-15,In Progress
2663,232,Heater not working,Medium,2025-12-19,Closed
2664,387,Doorbell not working,Medium,2025-11-08,Closed
2665,373,Painting required,Low,2025-07-14,In Progress
2666,196,Faulty door lock,Low,2025-09-06,Closed
2667,372,Mold in bathroom,High,2025-04-12,Open
2668,221,Air conditioning not cooling,Low,2025-05-04,In Progress
2669,343,Doorbell not working,Medium,2025-06-15,In Progress
2670,373,Roof leak,Low,2025-11-06,In Progress
2671,284,Pest control,High,2025-07-19,Open
2672,217,Garage door malfunction,Low,2025-10-22,Open
2673,108,Garage door malfunction,Medium,2025-06-08,Open
2674,227,Noise complaint,Medium,2025-07-16,In Progress
2675,345,Heater not working,Low,2025-05-23,In Progress
2676,217,Heater not working,Medium,2025-09-08,In Progress
2677,173,Roof leak,Low,2025-09-24,In Progress
2678,192,Air conditioning not cooling,Medium,2025-11-22,In Progress
2679,296,Faulty door lock,Low,2025-07-06,In Progress
2680,113,Air conditioning not cooling,Low,2025-09-13,In Progress
2681,190,Doorbell not working,High,2025-02-12,In Progress
2682,378,Painting required,Low,2025-07-22,Open
2683,329,Heater not working,Medium,2025-09-22,Closed
2684,331,Noise complaint,Low,2025-11-16,Closed
2685,268,Roof leak,Low,2025-12-29,Closed
2686,267,Painting required,Medium,2025-12-12,Closed
2687,130,No hot water,High,2025-01-06,Closed
2688,136,Heater not working,Low,2025-04-12,In Progress
2689,293,Faulty door lock,Low,2025-06-10,In Progress
2690,236,Mold in bathroom,Medium,2025-12-30,Closed
2691,135,Heater not working,Low,2025-05-06,Closed
2692,378,Clogged drain,Low,2025-12-20,Open
